TID,Items
776,"Butter,Broccoli"
777,"Butter,Dill,Eggs,Kidney Beans,Milk,Garlic,Onion,Sugar,Broccoli,Chocolate"
778,"Apple,Bread,Butter,Corn,Dill,Kidney Beans,Milk,Onion,Sugar"
779,"Milk,Broccoli"
780,"Bread,Cheese,Dill,Eggs,Onion,Sugar"
781,"Apple,Butter,Cheese,Dill,Garlic"
782,"Eggs,Garlic,Broccoli,Yogurt"
783,"Cheese,Dill,Eggs,Onion,Yogurt"
784,Eggs
785,"Eggs,Sugar,Broccoli"
786,"Dill,Eggs,Sugar,Broccoli"
787,"Cheese,Eggs"
788,"Bread,Cheese,Eggs,Broccoli"
789,"Bread,Butter,Corn,Sugar,Chocolate"
790,"Butter,Cheese,Corn,Eggs,Garlic,Sugar,Broccoli,Yogurt"
791,"Apple,Cheese,Eggs,Kidney Beans,Sugar,Yogurt"
792,"Apple,Bread,Cheese,Corn,Dill,Eggs,Garlic,Sugar,Yogurt"
793,"Cheese,Dill,Kidney Beans,Milk,Sugar,Chocolate"
794,"Bread,Dill,Ice cream,Kidney Beans,Garlic,Sugar,Broccoli"
795,Broccoli
796,"Eggs,Ice cream,Kidney Beans,Chocolate"
797,"Butter,Cheese,Corn,Milk,Garlic,Sugar,Yogurt"
798,Ice cream
799,Kidney Beans
800,"Ice cream,Onion,Yogurt"
801,"Bread,Butter,Corn,Eggs,Ice cream,Milk,Onion,Sugar,Broccoli,Chocolate"
802,"Apple,Butter,Corn,Dill,Milk,Onion,Sugar,Broccoli,Chocolate"
803,"Bread,Butter,Cheese,Corn,Kidney Beans,Garlic,Sugar"
804,"Butter,Cheese,Corn,Eggs,Ice cream,Milk,Sugar,Broccoli"
805,"Bread,Dill,Ice cream,Milk"
806,"Apple,Bread,Butter,Cheese,Eggs,Milk,Garlic,Onion,Sugar,Yogurt,Chocolate"
807,"Apple,Eggs,Onion,Yogurt"
808,"Butter,Dill,Eggs,Kidney Beans,Garlic,Sugar,Yogurt,Chocolate"
809,"Bread,Cheese,Eggs,Ice cream,Milk,Garlic,Onion,Sugar,Yogurt"
810,"Corn,Dill,Eggs,Milk,Garlic,Sugar,Broccoli"
811,"Butter,Cheese,Dill,Kidney Beans,Onion,Broccoli,Chocolate"
812,"Bread,Cheese,Corn,Dill,Eggs,Ice cream,Garlic,Yogurt,Chocolate"
813,"Apple,Bread,Kidney Beans,Sugar,Broccoli,Yogurt,Chocolate"
814,"Apple,Dill,Eggs,Milk,Garlic,Chocolate"
815,"Milk,Broccoli"
816,"Eggs,Garlic,Onion,Sugar,Broccoli,Yogurt"
817,"Apple,Bread,Onion,Sugar,Broccoli,Yogurt,Chocolate"
818,"Cheese,Yogurt"
819,"Apple,Cheese,Kidney Beans,Milk,Sugar,Yogurt,Chocolate"
820,"Bread,Cheese,Corn,Ice cream,Garlic,Sugar,Chocolate"
821,"Cheese,Corn,Eggs,Kidney Beans,Garlic,Onion,Broccoli"
822,"Eggs,Kidney Beans"
823,"Corn,Eggs,Ice cream,Onion,Sugar"
824,Sugar
825,"Bread,Butter,Corn,Ice cream,Kidney Beans,Milk,Garlic,Onion,Sugar,Chocolate"
826,"Butter,Corn,Chocolate"
827,"Apple,Eggs,Sugar,Yogurt,Chocolate"
828,"Butter,Kidney Beans,Sugar,Chocolate"
829,"Bread,Butter,Cheese,Dill,Eggs,Milk,Garlic,Broccoli,Chocolate"
830,"Bread,Dill,Eggs,Garlic,Onion,Sugar,Broccoli,Yogurt"
831,"Butter,Ice cream,Milk,Broccoli,Chocolate"
832,"Bread,Cheese,Corn,Eggs,Milk,Garlic,Sugar,Chocolate"
833,"Cheese,Ice cream,Kidney Beans,Sugar,Yogurt,Chocolate"
834,"Apple,Butter,Dill,Kidney Beans"
835,"Apple,Bread,Dill,Kidney Beans,Milk,Garlic,Onion,Yogurt,Chocolate"
836,"Bread,Cheese,Corn,Dill,Ice cream,Milk,Onion,Broccoli,Chocolate"
837,"Eggs,Ice cream,Onion,Sugar"
838,"Apple,Butter,Cheese,Dill,Onion,Broccoli,Yogurt"
839,"Apple,Butter,Corn,Dill,Eggs,Ice cream,Kidney Beans,Milk,Broccoli,Chocolate"
840,"Bread,Ice cream,Garlic,Onion,Sugar,Yogurt"
841,"Apple,Butter,Dill,Ice cream,Kidney Beans,Garlic,Onion,Broccoli"
842,"Bread,Butter,Cheese,Corn,Eggs,Kidney Beans,Garlic,Broccoli,Yogurt"
843,Butter
844,Eggs
845,"Bread,Cheese,Corn"
846,"Apple,Bread,Dill,Eggs,Kidney Beans,Milk,Sugar,Broccoli,Yogurt"
847,"Apple,Butter,Corn"
848,"Bread,Cheese,Corn,Eggs,Ice cream,Kidney Beans,Milk,Sugar,Broccoli"
849,"Apple,Butter,Corn,Eggs,Kidney Beans,Milk,Chocolate"
850,"Apple,Butter,Cheese,Ice cream,Kidney Beans,Milk"
851,"Bread,Dill,Ice cream,Garlic,Onion,Sugar,Yogurt"
852,Onion
853,"Bread,Butter,Cheese,Ice cream,Kidney Beans,Milk,Garlic,Onion,Sugar,Broccoli"
854,"Apple,Butter,Cheese,Eggs,Ice cream,Kidney Beans,Milk,Garlic,Sugar,Yogurt,Chocolate"
855,"Bread,Corn,Dill,Eggs,Garlic,Onion,Sugar,Chocolate"
856,"Butter,Cheese,Corn,Eggs,Kidney Beans,Milk,Sugar,Chocolate"
857,"Apple,Butter,Cheese,Corn,Eggs,Ice cream,Milk,Onion,Broccoli,Yogurt,Chocolate"
858,"Apple,Bread,Butter,Cheese,Eggs,Garlic,Yogurt,Chocolate"
859,"Butter,Eggs"
860,"Apple,Corn,Eggs,Milk,Broccoli,Yogurt,Chocolate"
861,"Corn,Dill,Eggs,Ice cream,Sugar,Yogurt"
862,"Apple,Bread,Eggs,Garlic,Onion"
863,"Dill,Kidney Beans,Onion,Sugar,Yogurt"
864,"Apple,Bread,Butter,Cheese,Corn,Ice cream,Onion,Sugar,Broccoli,Chocolate"
865,"Bread,Cheese,Corn,Dill,Ice cream,Kidney Beans,Milk,Garlic,Onion,Broccoli,Chocolate"
866,"Apple,Eggs,Ice cream,Yogurt"
867,"Eggs,Milk"
868,"Apple,Eggs,Ice cream,Milk,Garlic,Broccoli,Yogurt,Chocolate"
869,"Apple,Bread,Butter,Onion,Broccoli"
870,"Corn,Milk,Sugar"
871,"Apple,Bread,Butter,Cheese,Dill,Ice cream,Kidney Beans,Garlic,Broccoli,Chocolate"
872,"Apple,Bread,Butter,Eggs,Broccoli"
873,"Apple,Butter,Ice cream,Onion,Yogurt,Chocolate"
874,"Apple,Butter,Cheese,Corn,Dill,Eggs,Ice cream,Kidney Beans,Onion,Sugar,Broccoli,Yogurt"
875,"Bread,Cheese,Dill,Eggs,Milk,Onion,Broccoli,Yogurt,Chocolate"
876,"Bread,Butter,Corn,Ice cream,Kidney Beans,Onion,Broccoli,Chocolate"
877,"Butter,Dill,Ice cream,Milk,Garlic,Onion,Sugar,Broccoli,Chocolate"
878,"Bread,Corn,Dill,Eggs,Chocolate"
879,"Apple,Bread,Corn,Eggs,Milk"
880,"Butter,Eggs,Ice cream,Kidney Beans,Sugar,Chocolate"
881,"Bread,Cheese,Corn,Eggs,Ice cream,Kidney Beans,Sugar,Yogurt"
882,"Bread,Dill,Milk,Onion,Sugar,Yogurt"
883,"Apple,Bread,Cheese,Corn,Ice cream,Kidney Beans,Garlic,Sugar,Broccoli,Yogurt,Chocolate"
884,"Bread,Cheese,Dill,Ice cream,Milk,Onion,Sugar,Yogurt,Chocolate"
885,"Butter,Cheese,Corn,Dill,Milk,Garlic,Onion,Sugar"
886,"Cheese,Yogurt"
887,"Eggs,Kidney Beans,Yogurt"
888,"Bread,Cheese,Kidney Beans,Garlic,Onion,Yogurt"
889,"Apple,Bread,Butter,Sugar,Yogurt"
890,"Eggs,Onion,Broccoli,Chocolate"
891,"Bread,Butter,Cheese,Corn,Dill,Ice cream,Kidney Beans,Milk,Onion,Yogurt,Chocolate"
892,"Cheese,Corn,Ice cream,Kidney Beans,Garlic,Onion,Broccoli,Chocolate"
893,"Bread,Butter,Eggs,Ice cream,Milk,Garlic,Onion,Sugar,Broccoli"
894,"Bread,Cheese,Corn,Milk,Garlic,Onion,Yogurt,Chocolate"
895,"Cheese,Kidney Beans,Sugar"
896,"Apple,Butter,Dill,Eggs,Milk,Garlic,Onion,Broccoli,Yogurt"
897,"Apple,Bread,Butter,Dill,Eggs,Ice cream,Kidney Beans,Milk,Sugar"
898,"Cheese,Corn,Dill,Eggs,Ice cream,Kidney Beans,Milk,Yogurt,Chocolate"
899,"Apple,Bread,Butter,Corn,Eggs,Ice cream,Kidney Beans,Milk,Garlic,Onion,Sugar"
900,"Apple,Cheese,Eggs,Ice cream,Kidney Beans,Milk,Garlic,Broccoli,Yogurt"
901,"Apple,Bread,Butter,Cheese,Dill,Eggs,Kidney Beans,Milk,Sugar,Chocolate"
902,"Butter,Ice cream"
903,"Bread,Butter,Cheese,Corn,Ice cream,Kidney Beans,Milk,Sugar,Chocolate"
904,"Apple,Eggs"
905,"Apple,Butter,Dill,Milk,Sugar,Broccoli,Chocolate"
906,"Bread,Butter,Cheese,Corn,Dill,Kidney Beans,Milk,Garlic,Onion,Sugar,Yogurt,Chocolate"
907,"Butter,Cheese,Ice cream,Kidney Beans,Garlic,Broccoli,Yogurt"
908,"Apple,Cheese,Corn,Dill,Eggs,Kidney Beans,Milk,Garlic,Onion,Broccoli,Yogurt,Chocolate"
909,"Apple,Bread,Cheese,Kidney Beans,Garlic,Sugar,Broccoli"
910,"Bread,Corn,Eggs,Kidney Beans,Onion"
911,"Apple,Bread,Butter,Cheese,Corn,Ice cream,Onion,Broccoli,Chocolate"
912,"Apple,Butter,Corn,Dill,Ice cream,Kidney Beans,Milk,Garlic,Onion,Sugar"
913,"Corn,Dill"
914,"Apple,Bread,Corn,Dill,Ice cream,Kidney Beans,Garlic,Sugar"
915,"Apple,Bread,Butter,Kidney Beans,Milk,Onion,Broccoli,Yogurt"
916,"Butter,Corn,Dill,Ice cream,Garlic,Onion,Chocolate"
917,"Bread,Butter,Cheese,Corn,Ice cream,Onion,Sugar,Broccoli,Yogurt,Chocolate"
918,"Butter,Dill,Eggs,Garlic,Sugar,Yogurt"
919,"Butter,Corn,Dill,Eggs,Garlic,Onion"
920,"Butter,Corn,Eggs,Kidney Beans,Garlic,Onion,Sugar,Yogurt,Chocolate"
921,"Milk,Garlic,Sugar"
922,"Apple,Bread,Cheese,Corn,Kidney Beans,Milk,Garlic,Onion,Sugar,Broccoli,Yogurt,Chocolate"
923,"Apple,Corn,Dill,Ice cream,Kidney Beans,Milk,Broccoli,Chocolate"
924,"Butter,Dill,Eggs,Kidney Beans,Yogurt"
925,"Bread,Butter,Ice cream,Kidney Beans,Milk,Broccoli"
926,"Butter,Corn,Dill,Ice cream,Milk,Onion,Broccoli,Chocolate"
927,"Ice cream,Garlic,Onion,Chocolate"
928,"Apple,Bread,Butter,Ice cream,Kidney Beans,Garlic,Onion,Sugar,Broccoli,Yogurt,Chocolate"
929,"Butter,Ice cream,Kidney Beans,Sugar,Broccoli"
930,"Butter,Dill,Eggs,Ice cream,Milk,Garlic,Broccoli,Yogurt,Chocolate"
931,"Apple,Bread,Cheese,Garlic,Onion"
932,"Apple,Bread,Corn,Ice cream,Garlic,Onion,Sugar,Broccoli"
933,"Apple,Butter,Cheese,Corn,Dill,Garlic,Sugar,Yogurt,Chocolate"
934,"Apple,Bread,Corn,Dill,Eggs,Kidney Beans,Milk,Yogurt,Chocolate"
935,"Cheese,Kidney Beans,Onion,Chocolate"
936,"Cheese,Dill,Milk,Garlic,Chocolate"
937,"Cheese,Eggs,Onion,Sugar,Broccoli,Yogurt"
938,"Apple,Dill,Kidney Beans,Milk"
939,"Apple,Bread,Butter,Cheese,Corn,Dill,Eggs,Milk,Broccoli,Yogurt,Chocolate"
940,"Butter,Corn"
941,"Bread,Butter,Cheese,Kidney Beans,Garlic,Sugar,Broccoli,Chocolate"
942,"Apple,Butter,Cheese,Eggs,Onion,Sugar,Yogurt"
943,"Apple,Bread,Cheese,Dill,Eggs,Ice cream,Milk,Onion,Broccoli,Yogurt,Chocolate"
944,"Bread,Corn,Broccoli"
945,"Apple,Cheese,Corn,Dill,Eggs,Kidney Beans,Onion,Sugar,Broccoli,Chocolate"
946,"Eggs,Kidney Beans,Garlic,Yogurt"
947,"Bread,Butter,Dill,Ice cream,Kidney Beans,Sugar"
948,"Apple,Dill,Milk,Sugar,Broccoli"
949,"Dill,Garlic"
950,"Bread,Butter,Cheese,Corn,Eggs,Kidney Beans,Milk,Onion,Sugar,Broccoli"
951,"Bread,Ice cream,Broccoli"
952,"Apple,Bread,Butter,Cheese,Corn,Dill,Ice cream,Kidney Beans,Garlic,Onion,Sugar"
953,"Bread,Butter,Corn,Dill,Ice cream,Kidney Beans,Milk,Garlic,Sugar,Yogurt"
954,"Bread,Butter,Cheese,Corn,Milk,Chocolate"
955,"Bread,Cheese,Milk,Broccoli,Yogurt,Chocolate"
956,"Apple,Cheese,Corn,Dill,Eggs,Ice cream,Kidney Beans,Milk,Garlic,Sugar,Broccoli"
957,"Apple,Dill,Ice cream,Kidney Beans"
958,"Cheese,Corn,Dill,Eggs,Ice cream,Kidney Beans,Milk,Sugar"
959,"Bread,Butter,Corn,Eggs,Kidney Beans,Milk,Garlic,Broccoli,Yogurt"
960,"Apple,Corn,Dill,Eggs,Milk,Sugar"
961,Eggs
962,"Apple,Cheese,Dill,Ice cream,Kidney Beans,Milk,Onion,Sugar,Broccoli,Yogurt"
963,"Apple,Bread,Cheese,Corn,Eggs,Ice cream,Kidney Beans,Milk,Garlic,Yogurt"
964,"Bread,Cheese,Eggs,Kidney Beans,Sugar,Broccoli,Yogurt,Chocolate"
965,"Apple,Bread,Kidney Beans,Milk,Garlic,Sugar,Broccoli,Yogurt,Chocolate"
966,"Bread,Butter,Cheese,Ice cream,Kidney Beans,Garlic,Yogurt,Chocolate"
967,"Butter,Eggs,Ice cream,Kidney Beans,Milk,Garlic,Onion,Sugar,Yogurt,Chocolate"
968,"Apple,Butter,Corn,Ice cream,Garlic,Broccoli"
969,"Apple,Bread,Butter,Corn,Ice cream,Garlic,Onion,Chocolate"
970,"Bread,Butter,Corn,Eggs,Ice cream,Kidney Beans,Milk,Garlic,Broccoli,Yogurt"
971,"Apple,Butter,Corn,Dill,Milk,Garlic,Onion,Broccoli,Yogurt,Chocolate"
972,"Apple,Butter,Dill,Kidney Beans,Milk,Garlic,Broccoli,Chocolate"
973,"Butter,Corn,Dill,Broccoli,Yogurt"
974,"Bread,Butter,Dill,Ice cream,Kidney Beans,Milk,Garlic,Onion,Yogurt,Chocolate"
975,"Corn,Milk,Garlic,Onion,Sugar,Yogurt,Chocolate"
976,"Bread,Butter,Cheese,Dill,Eggs,Ice cream,Kidney Beans,Broccoli,Chocolate"
977,Yogurt
978,"Bread,Ice cream,Chocolate"
979,"Bread,Butter,Cheese,Corn,Ice cream,Kidney Beans,Milk,Garlic,Sugar"
980,"Butter,Onion"
981,"Butter,Onion,Yogurt,Chocolate"
982,"Apple,Bread,Butter,Corn,Eggs,Ice cream,Kidney Beans,Garlic,Broccoli,Yogurt,Chocolate"
983,"Corn,Dill,Onion"
984,"Apple,Eggs,Kidney Beans,Milk"
985,"Apple,Butter,Cheese,Dill,Eggs,Ice cream,Kidney Beans,Sugar,Broccoli,Chocolate"
986,"Bread,Cheese,Dill,Eggs,Ice cream,Kidney Beans,Milk,Garlic,Onion,Sugar,Broccoli,Yogurt"
987,"Garlic,Sugar"
988,"Apple,Bread,Butter,Ice cream,Milk,Garlic,Broccoli"
989,"Apple,Bread,Corn,Dill,Kidney Beans,Onion,Sugar,Yogurt,Chocolate"
990,Eggs
991,"Butter,Cheese,Eggs,Milk,Garlic,Onion,Sugar,Broccoli"
992,"Bread,Dill,Ice cream,Milk,Garlic,Broccoli,Chocolate"
993,"Apple,Butter,Corn,Ice cream,Kidney Beans,Sugar"
994,"Butter,Dill,Onion,Sugar,Broccoli,Chocolate"
995,"Bread,Eggs,Broccoli,Chocolate"
996,"Apple,Corn,Kidney Beans,Milk,Garlic,Yogurt"
997,"Apple,Corn,Dill,Sugar,Chocolate"
998,"Butter,Cheese,Corn,Eggs,Ice cream,Kidney Beans,Garlic,Sugar,Yogurt,Chocolate"
999,"Milk,Chocolate"
